;Catchment 1;;;Catchment 2;;;Catchment 3;;
Date;P;EP;Q;P;EP;Q;P;ETP;Q
;[mm/d];[mm/d];[mm/d];[mm/d];[mm/d];[mm/d];[mm/d];[mm/d];[mm/d]
13/03/2007;0;1,7;2,12;0;2,38;2,12;0;3,23;2,12
14/03/2007;0;1,8;2,02;0;2,52;2,02;0;3,42;2,02
15/03/2007;0;1,6;1,86;0;2,24;1,86;0;3,04;1,86
16/03/2007;0;1,2;1,73;0;1,68;1,73;0;2,28;1,73
17/03/2007;1;1;1,68;0,7;1,4;1,68;0,5;1,9;1,68
18/03/2007;8;1,8;1,63;5,6;2,52;1,63;4;3,42;1,63
19/03/2007;5,5;2,1;1,7;3,85;2,94;1,7;2,75;3,99;1,7
20/03/2007;0;2,3;1,77;0;3,22;1,77;0;4,37;1,77
21/03/2007;0,5;1,9;1,53;0,35;2,66;1,53;0,25;3,61;1,53
22/03/2007;6;0,5;1,4;4,2;0,7;1,4;3;0,95;1,4
23/03/2007;0;1,1;1,67;0;1,54;1,67;0;2,09;1,67
24/03/2007;0;1,8;1,64;0;2,52;1,64;0;3,42;1,64
25/03/2007;0,5;1,1;1,61;0,35;1,54;1,61;0,25;2,09;1,61
26/03/2007;0;2;1,63;0;2,8;1,63;0;3,8;1,63
27/03/2007;0;1,3;1,73;0;1,82;1,73;0;2,47;1,73
28/03/2007;0,5;1,2;1,83;0,35;1,68;1,83;0,25;2,28;1,83
29/03/2007;2,5;2;1,5;1,75;2,8;1,5;1,25;3,8;1,5
30/03/2007;2,5;1,7;1,06;1,75;2,38;1,06;1,25;3,23;1,06
31/03/2007;3,5;0,8;1,02;2,45;1,12;1,02;1,75;1,52;1,02
01/04/2007;1;1,9;1,03;0,7;2,66;1,03;0,5;3,61;1,03
02/04/2007;0,5;3;1;0,35;4,2;1;0,25;5,7;1
03/04/2007;0;3,2;0,93;0;4,48;0,93;0;6,08;0,93
04/04/2007;0;3,4;0,88;0;4,76;0,88;0;6,46;0,88
05/04/2007;0;2,9;0,85;0;4,06;0,85;0;5,51;0,85
06/04/2007;0;3;0,82;0;4,2;0,82;0;5,7;0,82
07/04/2007;0;3,7;0,79;0;5,18;0,79;0;7,03;0,79
08/04/2007;0;3,4;0,76;0;4,76;0,76;0;6,46;0,76
09/04/2007;0;3;0,73;0;4,2;0,73;0;5,7;0,73
10/04/2007;0,5;2,9;0,7;0,35;4,06;0,7;0,25;5,51;0,7
11/04/2007;0;3,2;0,66;0;4,48;0,66;0;6,08;0,66
12/04/2007;4,5;1,4;0,63;3,15;1,96;0,63;2,25;2,66;0,63
13/04/2007;2;1,1;0,64;1,4;1,54;0,64;1;2,09;0,64
14/04/2007;0;2,6;0,64;0;3,64;0,64;0;4,94;0,64
15/04/2007;0;3;0,6;0;4,2;0,6;0;5,7;0,6
16/04/2007;0;3,2;0,58;0;4,48;0,58;0;6,08;0,58
17/04/2007;0;3,4;0,55;0;4,76;0,55;0;6,46;0,55
18/04/2007;0;3,2;0,53;0;4,48;0,53;0;6,08;0,53
19/04/2007;0;3,7;0,51;0;5,18;0,51;0;7,03;0,51
20/04/2007;0,5;3,8;0,49;0,35;5,32;0,49;0,25;7,22;0,49
21/04/2007;1;3,7;0,47;0,7;5,18;0,47;0,5;7,03;0,47
22/04/2007;0,5;3,6;0,44;0,35;5,04;0,44;0,25;6,84;0,44
23/04/2007;0,5;3,1;0,42;0,35;4,34;0,42;0,25;5,89;0,42
24/04/2007;2;1,9;0,42;1,4;2,66;0,42;1;3,61;0,42
25/04/2007;0;3,1;0,41;0;4,34;0,41;0;5,89;0,41
26/04/2007;0;2,5;0,42;0;3,5;0,42;0;4,75;0,42
27/04/2007;0,5;3,6;0,46;0,35;5,04;0,46;0,25;6,84;0,46
28/04/2007;0;1,7;0,41;0;2,38;0,41;0;3,23;0,41
29/04/2007;0;3;0,44;0;4,2;0,44;0;5,7;0,44
30/04/2007;0;3,4;0,4;0;4,76;0,4;0;6,46;0,4
01/05/2007;0;1,8;0,37;0;2,52;0,37;0;3,42;0,37
02/05/2007;4,5;3,9;0,37;3,15;5,46;0,37;2,25;7,41;0,37
03/05/2007;0;4,3;0,36;0;6,02;0,36;0;8,17;0,36
04/05/2007;0;4,3;0,34;0;6,02;0,34;0;8,17;0,34
05/05/2007;0;4,1;0,32;0;5,74;0,32;0;7,79;0,32
06/05/2007;0;1,9;0,31;0;2,66;0,31;0;3,61;0,31
07/05/2007;4,5;1,2;0,31;3,15;1,68;0,31;2,25;2,28;0,31
08/05/2007;0,5;1;0,31;0,35;1,4;0,31;0,25;1,9;0,31
09/05/2007;0,5;2,5;0,33;0,35;3,5;0,33;0,25;4,75;0,33
10/05/2007;2;2,6;0,3;1,4;3,64;0,3;1;4,94;0,3
11/05/2007;4,5;2,1;0,26;3,15;2,94;0,26;2,25;3,99;0,26
12/05/2007;27,5;3,2;0,28;19,25;4,48;0,28;13,75;6,08;0,28
13/05/2007;19,5;2,1;0,31;13,65;2,94;0,31;9,75;3,99;0,31
14/05/2007;2;3,5;1,06;1,4;4,9;1,06;1;6,65;1,06
15/05/2007;12,5;0,4;0,47;8,75;0,56;0,47;6,25;0,76;0,47
16/05/2007;0,5;2,1;0,5;0,35;2,94;0,5;0,25;3,99;0,5
17/05/2007;0;3,6;0,38;0;5,04;0,38;0;6,84;0,38
18/05/2007;0;3,1;0,32;0;4,34;0,32;0;5,89;0,32
19/05/2007;0;3,2;0,3;0;4,48;0,3;0;6,08;0,3
20/05/2007;4,5;2;0,28;3,15;2,8;0,28;2,25;3,8;0,28
21/05/2007;2,5;0,8;0,27;1,75;1,12;0,27;1,25;1,52;0,27
22/05/2007;0;4,8;0,28;0;6,72;0,28;0;9,12;0,28
23/05/2007;0;5,2;0,25;0;7,28;0,25;0;9,88;0,25
24/05/2007;0;5,3;0,23;0;7,42;0,23;0;10,07;0,23
25/05/2007;0;4,5;0,21;0;6,3;0,21;0;8,55;0,21
26/05/2007;10;4,3;0,19;7;6,02;0,19;5;8,17;0,19
27/05/2007;12,5;2,5;0,19;8,75;3,5;0,19;6,25;4,75;0,19
28/05/2007;0;4,4;0,42;0;6,16;0,42;0;8,36;0,42
29/05/2007;11,5;3,1;0,51;8,05;4,34;0,51;5,75;5,89;0,51
30/05/2007;1,5;3;0,49;1,05;4,2;0,49;0,75;5,7;0,49
31/05/2007;2,5;3,2;0,62;1,75;4,48;0,62;1,25;6,08;0,62
01/06/2007;0;2,7;0,54;0;3,78;0,54;0;5,13;0,54
02/06/2007;0;1,8;0,51;0;2,52;0,51;0;3,42;0,51
03/06/2007;8,5;2,2;0,5;5,95;3,08;0,5;4,25;4,18;0,5
04/06/2007;1;2,9;0,45;0,7;4,06;0,45;0,5;5,51;0,45
05/06/2007;0,5;5,3;0,36;0,35;7,42;0,36;0,25;10,07;0,36
06/06/2007;0;5,5;0,34;0;7,7;0,34;0;10,45;0,34
07/06/2007;0;5,8;0,42;0;8,12;0,42;0;11,02;0,42
08/06/2007;0;5,2;0,39;0;7,28;0,39;0;9,88;0,39
09/06/2007;0;5;0,31;0;7;0,31;0;9,5;0,31
10/06/2007;0,5;2;0,3;0,35;2,8;0,3;0,25;3,8;0,3
11/06/2007;1;4,1;0,29;0,7;5,74;0,29;0,5;7,79;0,29
12/06/2007;0,5;4,5;0,28;0,35;6,3;0,28;0,25;8,55;0,28
13/06/2007;18,5;1,9;0,26;12,95;2,66;0,26;9,25;3,61;0,26
14/06/2007;4,5;3,2;0,26;3,15;4,48;0,26;2,25;6,08;0,26
15/06/2007;13;3,7;0,35;9,1;5,18;0,35;6,5;7,03;0,35
16/06/2007;3,5;2,9;0,32;2,45;4,06;0,32;1,75;5,51;0,32
17/06/2007;7;0,9;0,39;4,9;1,26;0,39;3,5;1,71;0,39
18/06/2007;0;3,7;0,37;0;5,18;0,37;0;7,03;0,37
19/06/2007;1;3,1;0,34;0,7;4,34;0,34;0,5;5,89;0,34
20/06/2007;0,5;4;0,23;0,35;5,6;0,23;0,25;7,6;0,23
21/06/2007;19,5;1,9;0,19;13,65;2,66;0,19;9,75;3,61;0,19
22/06/2007;4,5;2,5;0,33;3,15;3,5;0,33;2,25;4,75;0,33
23/06/2007;1;4;0,28;0,7;5,6;0,28;0,5;7,6;0,28
24/06/2007;16;1,1;0,19;11,2;1,54;0,19;8;2,09;0,19
25/06/2007;3;3,2;0,44;2,1;4,48;0,44;1,5;6,08;0,44
26/06/2007;0;3,7;0,23;0;5,18;0,23;0;7,03;0,23
27/06/2007;0,5;3;0,19;0,35;4,2;0,19;0,25;5,7;0,19
28/06/2007;0,5;3,3;0,17;0,35;4,62;0,17;0,25;6,27;0,17
29/06/2007;2,5;2,7;0,16;1,75;3,78;0,16;1,25;5,13;0,16
30/06/2007;0;0,6;0,19;0;0,84;0,19;0;1,14;0,19
01/07/2007;0;2,6;0,26;0;3,64;0,26;0;4,94;0,26
02/07/2007;0;2,9;0,28;0;4,06;0,28;0;5,51;0,28
03/07/2007;0;3,4;0,21;0;4,76;0,21;0;6,46;0,21
04/07/2007;2,5;3,5;0,44;1,75;4,9;0,44;1,25;6,65;0,44
05/07/2007;9,5;1,1;0,19;6,65;1,54;0,19;4,75;2,09;0,19
06/07/2007;0;3,7;0,3;0;5,18;0,3;0;7,03;0,3
07/07/2007;0;3;0,21;0;4,2;0,21;0;5,7;0,21
08/07/2007;0,5;4,4;0,18;0,35;6,16;0,18;0,25;8,36;0,18
09/07/2007;0;4,2;0,16;0;5,88;0,16;0;7,98;0,16
10/07/2007;0;4,6;0,16;0;6,44;0,16;0;8,74;0,16
11/07/2007;0;2,3;0,13;0;3,22;0,13;0;4,37;0,13
12/07/2007;2;1,5;0,13;1,4;2,1;0,13;1;2,85;0,13
13/07/2007;3;3,6;0,14;2,1;5,04;0,14;1,5;6,84;0,14
14/07/2007;0;2,8;0,16;0;3,92;0,16;0;5,32;0,16
15/07/2007;3;1,9;0,16;2,1;2,66;0,16;1,5;3,61;0,16
16/07/2007;0,5;3,3;0,16;0,35;4,62;0,16;0,25;6,27;0,16
17/07/2007;0;3,7;0,16;0;5,18;0,16;0;7,03;0,16
18/07/2007;0,5;3,7;0,14;0,35;5,18;0,14;0,25;7,03;0,14
19/07/2007;3;2,7;0,13;2,1;3,78;0,13;1,5;5,13;0,13
20/07/2007;3,5;3,8;0,14;2,45;5,32;0,14;1,75;7,22;0,14
21/07/2007;0;3,7;0,15;0;5,18;0,15;0;7,03;0,15
22/07/2007;19,5;3,3;0,14;13,65;4,62;0,14;9,75;6,27;0,14
23/07/2007;2,5;2,5;0,2;1,75;3,5;0,2;1,25;4,75;0,2
24/07/2007;0;4,4;0,33;0;6,16;0,33;0;8,36;0,33
25/07/2007;6,5;1,9;0,16;4,55;2,66;0,16;3,25;3,61;0,16
26/07/2007;1;2,2;0,17;0,7;3,08;0,17;0,5;4,18;0,17
27/07/2007;4,5;1,5;0,17;3,15;2,1;0,17;2,25;2,85;0,17
28/07/2007;1;3,8;0,19;0,7;5,32;0,19;0,5;7,22;0,19
29/07/2007;6;1,2;0,16;4,2;1,68;0,16;3;2,28;0,16
30/07/2007;0,5;4,4;0,23;0,35;6,16;0,23;0,25;8,36;0,23
31/07/2007;0;4,6;0,17;0;6,44;0,17;0;8,74;0,17
01/08/2007;0;4,1;0,15;0;5,74;0,15;0;7,79;0,15
02/08/2007;0;2,9;0,13;0;4,06;0,13;0;5,51;0,13
03/08/2007;0;4,1;0,13;0;5,74;0,13;0;7,79;0,13
04/08/2007;0,5;4,4;0,12;0,35;6,16;0,12;0,25;8,36;0,12
05/08/2007;1;4,7;0,12;0,7;6,58;0,12;0,5;8,93;0,12
06/08/2007;0,5;4,1;0,11;0,35;5,74;0,11;0,25;7,79;0,11
07/08/2007;0;3,2;0,11;0;4,48;0,11;0;6,08;0,11
08/08/2007;0;4,3;0,1;0;6,02;0,1;0;8,17;0,1
09/08/2007;0;3,8;0,09;0;5,32;0,09;0;7,22;0,09
10/08/2007;0;4,1;0,09;0;5,74;0,09;0;7,79;0,09
11/08/2007;0,5;4,2;0,09;0,35;5,88;0,09;0,25;7,98;0,09
12/08/2007;1;3,5;0,08;0,7;4,9;0,08;0,5;6,65;0,08
13/08/2007;17;2,2;0,08;11,9;3,08;0,08;8,5;4,18;0,08
14/08/2007;19;0,6;0,08;13,3;0,84;0,08;9,5;1,14;0,08
15/08/2007;0;3;0,5;0;4,2;0,5;0;5,7;0,5
16/08/2007;0;3,1;0,17;0;4,34;0,17;0;5,89;0,17
17/08/2007;0;3;0,12;0;4,2;0,12;0;5,7;0,12
18/08/2007;0;1,5;0,11;0;2,1;0,11;0;2,85;0,11
19/08/2007;0;2,7;0,11;0;3,78;0,11;0;5,13;0,11
20/08/2007;14;2,3;0,11;9,8;3,22;0,11;7;4,37;0,11
21/08/2007;0;1,9;0,28;0;2,66;0,28;0;3,61;0,28
22/08/2007;0;3;0,15;0;4,2;0,15;0;5,7;0,15
23/08/2007;0;3,8;0,12;0;5,32;0,12;0;7,22;0,12
24/08/2007;0;2,5;0,1;0;3,5;0,1;0;4,75;0,1
25/08/2007;0;3,7;0,09;0;5,18;0,09;0;7,03;0,09
26/08/2007;0;3,7;0,08;0;5,18;0,08;0;7,03;0,08
27/08/2007;0;4,2;0,08;0;5,88;0,08;0;7,98;0,08
28/08/2007;0;4,3;0,07;0;6,02;0,07;0;8,17;0,07
29/08/2007;0;4,1;0,07;0;5,74;0,07;0;7,79;0,07
30/08/2007;0;2,3;0,07;0;3,22;0,07;0;4,37;0,07
31/08/2007;0;2,4;0,07;0;3,36;0,07;0;4,56;0,07
01/09/2007;0,5;2,1;0,07;0,35;2,94;0,07;0,25;3,99;0,07
02/09/2007;0;1,9;0,09;0;2,66;0,09;0;3,61;0,09
03/09/2007;0,5;2,6;0,09;0,35;3,64;0,09;0,25;4,94;0,09
04/09/2007;0;3,1;0,08;0;4,34;0,08;0;5,89;0,08
05/09/2007;0;3,1;0,08;0;4,34;0,08;0;5,89;0,08
06/09/2007;0;2,9;0,06;0;4,06;0,06;0;5,51;0,06
07/09/2007;0;3,1;0,03;0;4,34;0,03;0;5,89;0,03
08/09/2007;0;3,3;0,03;0;4,62;0,03;0;6,27;0,03
09/09/2007;0;3,3;0,05;0;4,62;0,05;0;6,27;0,05
10/09/2007;0;2,3;0,07;0;3,22;0,07;0;4,37;0,07
11/09/2007;0;3;0,09;0;4,2;0,09;0;5,7;0,09
12/09/2007;0;3,1;0,07;0;4,34;0,07;0;5,89;0,07
13/09/2007;0;2,9;0,04;0;4,06;0,04;0;5,51;0,04
14/09/2007;0;2,5;0,03;0;3,5;0,03;0;4,75;0,03
15/09/2007;0,5;1,2;0,04;0,35;1,68;0,04;0,25;2,28;0,04
16/09/2007;3;2,1;0,06;2,1;2,94;0,06;1,5;3,99;0,06
17/09/2007;9;1;0,05;6,3;1,4;0,05;4,5;1,9;0,05
18/09/2007;0;2,4;0,11;0;3,36;0,11;0;4,56;0,11
19/09/2007;0;1,9;0,09;0;2,66;0,09;0;3,61;0,09
20/09/2007;0;1,4;0,08;0;1,96;0,08;0;2,66;0,08
21/09/2007;0;1,7;0,08;0;2,38;0,08;0;3,23;0,08
22/09/2007;0;1,6;0,08;0;2,24;0,08;0;3,04;0,08
23/09/2007;18,5;0,4;0,07;12,95;0,56;0,07;9,25;0,76;0,07
24/09/2007;0,5;2,6;0,14;0,35;3,64;0,14;0,25;4,94;0,14
25/09/2007;1;2;0,12;0,7;2,8;0,12;0,5;3,8;0,12
26/09/2007;0,5;2,2;0,05;0,35;3,08;0,05;0,25;4,18;0,05
27/09/2007;0,5;1,6;0,05;0,35;2,24;0,05;0,25;3,04;0,05
28/09/2007;0;1,6;0,05;0;2,24;0,05;0;3,04;0,05
29/09/2007;0;1,6;0,04;0;2,24;0,04;0;3,04;0,04
30/09/2007;0,5;1,1;0,04;0,35;1,54;0,04;0,25;2,09;0,04
01/10/2007;0;1,4;0,05;0;1,96;0,05;0;2,66;0,05
02/10/2007;0;1,2;0,05;0;1,68;0,05;0;2,28;0,05
03/10/2007;0;2;0,07;0;2,8;0,07;0;3,8;0,07
04/10/2007;0,5;2;0,05;0,35;2,8;0,05;0,25;3,8;0,05
05/10/2007;0;1,9;0,03;0;2,66;0,03;0;3,61;0,03
06/10/2007;0;1,5;0,02;0;2,1;0,02;0;2,85;0,02
07/10/2007;0;1,3;0,02;0;1,82;0,02;0;2,47;0,02
08/10/2007;0;1,5;0,01;0;2,1;0,01;0;2,85;0,01
09/10/2007;4;0,7;0,01;2,8;0,98;0,01;2;1,33;0,01
10/10/2007;0,5;1,1;0,01;0,35;1,54;0,01;0,25;2,09;0,01
11/10/2007;0;1;0,01;0;1,4;0,01;0;1,9;0,01
12/10/2007;0,5;1,2;0,01;0,35;1,68;0,01;0,25;2,28;0,01
13/10/2007;0;0,8;0;0;1,12;0;0;1,52;0
14/10/2007;0;1;0;0;1,4;0;0;1,9;0
15/10/2007;0,5;0,9;0;0,35;1,26;0;0,25;1,71;0
16/10/2007;3,5;0,7;0;2,45;0,98;0;1,75;1,33;0
17/10/2007;0;1,5;0;0;2,1;0;0;2,85;0
18/10/2007;0;1;0;0;1,4;0;0;1,9;0
19/10/2007;0;1,1;0;0;1,54;0;0;2,09;0
20/10/2007;0,5;1,1;0;0,35;1,54;0;0,25;2,09;0
21/10/2007;0;1;0;0;1,4;0;0;1,9;0
22/10/2007;0;0,9;0;0;1,26;0;0;1,71;0
23/10/2007;0;1,3;0;0;1,82;0;0;2,47;0
24/10/2007;0;0,9;0;0;1,26;0;0;1,71;0
25/10/2007;0;0,6;0;0;0,84;0;0;1,14;0
26/10/2007;0;0,7;0;0;0,98;0;0;1,33;0
27/10/2007;0;0,6;0;0;0,84;0;0;1,14;0
28/10/2007;5,5;0,4;0;3,85;0,56;0;2,75;0,76;0
29/10/2007;0,5;1;0;0,35;1,4;0;0,25;1,9;0
30/10/2007;0;0,6;0;0;0,84;0;0;1,14;0
31/10/2007;0,5;0,5;0;0,35;0,7;0;0,25;0,95;0
01/11/2007;0;0,3;0;0;0,42;0;0;0,57;0
02/11/2007;0;0,9;0;0;1,26;0;0;1,71;0
03/11/2007;0;1;0;0;1,4;0;0;1,9;0
04/11/2007;0;0,7;0;0;0,98;0;0;1,33;0
05/11/2007;0;0,4;0;0;0,56;0;0;0,76;0
06/11/2007;0;0,8;0;0;1,12;0;0;1,52;0
07/11/2007;2;0,3;0;1,4;0,42;0;1;0,57;0
08/11/2007;0,5;0,5;0;0,35;0,7;0;0,25;0,95;0
09/11/2007;0;1;0;0;1,4;0;0;1,9;0
10/11/2007;0;0,7;0;0;0,98;0;0;1,33;0
11/11/2007;0;1,1;0;0;1,54;0;0;2,09;0
12/11/2007;0;0,6;0;0;0,84;0;0;1,14;0
13/11/2007;0,5;0,3;0;0,35;0,42;0;0,25;0,57;0
14/11/2007;2,5;0,8;0;1,75;1,12;0;1,25;1,52;0
15/11/2007;0;0,1;0;0;0,14;0;0;0,19;0
16/11/2007;0;0;0;0;0;0;0;0;0
17/11/2007;4;0;0;2,8;0;0;2;0;0
18/11/2007;25;0,2;0;17,5;0,28;0;12,5;0,38;0
19/11/2007;4;0,3;0,13;2,8;0,42;0,13;2;0,57;0,13
20/11/2007;11,5;0,1;0,02;8,05;0,14;0,02;5,75;0,19;0,02
21/11/2007;6,5;0,1;0,16;4,55;0,14;0,16;3,25;0,19;0,16
22/11/2007;0,5;0,1;0,06;0,35;0,14;0,06;0,25;0,19;0,06
23/11/2007;0;0,2;0,02;0;0,28;0,02;0;0,38;0,02
24/11/2007;0,5;0;0;0,35;0;0;0,25;0;0
25/11/2007;0,5;0,4;0;0,35;0,56;0;0,25;0,76;0
26/11/2007;0;0,3;0;0;0,42;0;0;0,57;0
27/11/2007;0;0,3;0;0;0,42;0;0;0,57;0
28/11/2007;3;0,2;0;2,1;0,28;0;1,5;0,38;0
29/11/2007;10,5;0,2;0;7,35;0,28;0;5,25;0,38;0
30/11/2007;13,5;0;0,02;9,45;0;0,02;6,75;0;0,02
01/12/2007;0,5;0,7;0,03;0,35;0,98;0,03;0,25;1,33;0,03
02/12/2007;22;0,9;0,01;15,4;1,26;0,01;11;1,71;0,01
03/12/2007;0;0,9;0,18;0;1,26;0,18;0;1,71;0,18
04/12/2007;3,5;0,1;0,14;2,45;0,14;0,14;1,75;0,19;0,14
05/12/2007;7;0,5;0,09;4,9;0,7;0,09;3,5;0,95;0,09
06/12/2007;6,5;0;0,09;4,55;0;0,09;3,25;0;0,09
07/12/2007;4;1;0,01;2,8;1,4;0,01;2;1,9;0,01
08/12/2007;27;0,3;0,03;18,9;0,42;0,03;13,5;0,57;0,03
09/12/2007;6,5;1,9;0,44;4,55;2,66;0,44;3,25;3,61;0,44
10/12/2007;0,5;1,2;0,14;0,35;1,68;0,14;0,25;2,28;0,14
11/12/2007;0;0;0,11;0;0;0,11;0;0;0,11
12/12/2007;0;0;0,09;0;0;0,09;0;0;0,09
13/12/2007;0,5;0;0,07;0,35;0;0,07;0,25;0;0,07
14/12/2007;0;0;0,06;0;0;0,06;0;0;0,06
15/12/2007;0;0,2;0,06;0;0,28;0,06;0;0,38;0,06
16/12/2007;0;0;0,06;0;0;0,06;0;0;0,06
17/12/2007;0;0;0,06;0;0;0,06;0;0;0,06
18/12/2007;0;0,2;0,05;0;0,28;0,05;0;0,38;0,05
19/12/2007;0;0;0,03;0;0;0,03;0;0;0,03
20/12/2007;0;0,4;0,02;0;0,56;0,02;0;0,76;0,02
21/12/2007;0;0,1;0,02;0;0,14;0,02;0;0,19;0,02
22/12/2007;0,5;0;0,02;0,35;0;0,02;0,25;0;0,02
23/12/2007;0;0;0,03;0;0;0,03;0;0;0,03
24/12/2007;0;0;0,03;0;0;0,03;0;0;0,03
25/12/2007;11,5;0,3;0,03;8,05;0,42;0,03;5,75;0,57;0,03
26/12/2007;0,5;0;0,04;0,35;0;0,04;0,25;0;0,04
27/12/2007;0;0;0,02;0;0;0,02;0;0;0,02
28/12/2007;3;0,4;0,02;2,1;0,56;0,02;1,5;0,76;0,02
29/12/2007;0,5;0,2;0,02;0,35;0,28;0,02;0,25;0,38;0,02
30/12/2007;0;0;0,01;0;0;0,01;0;0;0,01
31/12/2007;0;0,1;0,01;0;0,14;0,01;0;0,19;0,01
01/01/2008;0,5;0;0,01;0,35;0;0,01;0,25;0;0,01
02/01/2008;0,5;0,4;0,01;0,35;0,56;0,01;0,25;0,76;0,01
03/01/2008;1,5;0;0,02;1,05;0;0,02;0,75;0;0,02
04/01/2008;9;0,4;0,01;6,3;0,56;0,01;4,5;0,76;0,01
05/01/2008;7;0,2;0,02;4,9;0,28;0,02;3,5;0,38;0,02
06/01/2008;20;0;0,05;14;0;0,05;10;0;0,05
07/01/2008;0;0,2;0,24;0;0,28;0,24;0;0,38;0,24
08/01/2008;2;0,2;0,11;1,4;0,28;0,11;1;0,38;0,11
09/01/2008;1,5;0;0,04;1,05;0;0,04;0,75;0;0,04
10/01/2008;45;0,4;0,04;31,5;0,56;0,04;22,5;0,76;0,04
11/01/2008;7,5;0,6;1,14;5,25;0,84;1,14;3,75;1,14;1,14
12/01/2008;7;0,1;2,33;4,9;0,14;2,33;3,5;0,19;2,33
13/01/2008;6,5;0,6;0,45;4,55;0,84;0,45;3,25;1,14;0,45
14/01/2008;11;0,1;0,37;7,7;0,14;0,37;5,5;0,19;0,37
15/01/2008;29,5;0,6;0,27;20,65;0,84;0,27;14,75;1,14;0,27
16/01/2008;4;0,2;1,25;2,8;0,28;1,25;2;0,38;1,25
17/01/2008;4,5;0,1;0,68;3,15;0,14;0,68;2,25;0,19;0,68
18/01/2008;1;0,3;0,69;0,7;0,42;0,69;0,5;0,57;0,69
19/01/2008;0;0,8;0,6;0;1,12;0,6;0;1,52;0,6
20/01/2008;0;0,7;0,58;0;0,98;0,58;0;1,33;0,58
21/01/2008;0;0,5;0,57;0;0,7;0,57;0;0,95;0,57
22/01/2008;0;0,3;0,56;0;0,42;0,56;0;0,57;0,56
23/01/2008;0;0,3;0,53;0;0,42;0,53;0;0,57;0,53
24/01/2008;0,5;0,6;0,52;0,35;0,84;0,52;0,25;1,14;0,52
25/01/2008;0;0;0,51;0;0;0,51;0;0;0,51
26/01/2008;0,5;0,1;0,46;0,35;0,14;0,46;0,25;0,19;0,46
27/01/2008;0;0;0,42;0;0;0,42;0;0;0,42
28/01/2008;0;0,2;0,41;0;0,28;0,41;0;0,38;0,41
29/01/2008;3,5;0,4;0,4;2,45;0,56;0,4;1,75;0,76;0,4
30/01/2008;1;0,5;0,4;0,7;0,7;0,4;0,5;0,95;0,4
31/01/2008;24;0;0,41;16,8;0;0,41;12;0;0,41
01/02/2008;6;0,6;0,61;4,2;0,84;0,61;3;1,14;0,61
02/02/2008;0;0,2;0,92;0;0,28;0,92;0;0,38;0,92
03/02/2008;11;0,9;0,51;7,7;1,26;0,51;5,5;1,71;0,51
04/02/2008;17;0,4;0,59;11,9;0,56;0,59;8,5;0,76;0,59
05/02/2008;2;0,5;0,72;1,4;0,7;0,72;1;0,95;0,72
06/02/2008;0;0,5;0,86;0;0,7;0,86;0;0,95;0,86
07/02/2008;0;0,4;0,53;0;0,56;0,53;0;0,76;0,53
08/02/2008;0;0,3;0,5;0;0,42;0,5;0;0,57;0,5
09/02/2008;0,5;0,2;0,47;0,35;0,28;0,47;0,25;0,38;0,47
10/02/2008;0;0,4;0,48;0;0,56;0,48;0;0,76;0,48
11/02/2008;0,5;0,7;0,48;0,35;0,98;0,48;0,25;1,33;0,48
12/02/2008;0;0,7;0,48;0;0,98;0,48;0;1,33;0,48
13/02/2008;0;0,7;0,48;0;0,98;0,48;0;1,33;0,48
14/02/2008;0;0,9;0,48;0;1,26;0,48;0;1,71;0,48
15/02/2008;0;0,8;0,48;0;1,12;0,48;0;1,52;0,48
16/02/2008;0;0,8;0,48;0;1,12;0,48;0;1,52;0,48
17/02/2008;0;0,7;0,48;0;0,98;0,48;0;1,33;0,48
18/02/2008;0;0,9;0,47;0;1,26;0,47;0;1,71;0,47
19/02/2008;0;0,7;0,47;0;0,98;0,47;0;1,33;0,47
20/02/2008;0,5;0,9;0,46;0,35;1,26;0,46;0,25;1,71;0,46
21/02/2008;0;0,4;0,45;0;0,56;0,45;0;0,76;0,45
22/02/2008;0;0,8;0,47;0;1,12;0,47;0;1,52;0,47
23/02/2008;0,5;0,4;0,47;0,35;0,56;0,47;0,25;0,76;0,47
24/02/2008;2,5;0,4;0,46;1,75;0,56;0,46;1,25;0,76;0,46
25/02/2008;14,5;0,4;0,47;10,15;0,56;0,47;7,25;0,76;0,47
26/02/2008;3,5;1,2;0,47;2,45;1,68;0,47;1,75;2,28;0,47
27/02/2008;20,5;0;0,78;14,35;0;0,78;10,25;0;0,78
28/02/2008;1;0,7;1,03;0,7;0,98;1,03;0,5;1,33;1,03
29/02/2008;1;0,6;0,63;0,7;0,84;0,63;0,5;1,14;0,63
01/03/2008;0,5;1,5;0,55;0,35;2,1;0,55;0,25;2,85;0,55
02/03/2008;1,5;0,9;0,51;1,05;1,26;0,51;0,75;1,71;0,51
03/03/2008;14;1,4;0,5;9,8;1,96;0,5;7;2,66;0,5
04/03/2008;0;1,9;0,68;0;2,66;0,68;0;3,61;0,68
05/03/2008;0;1,3;0,64;0;1,82;0,64;0;2,47;0,64
06/03/2008;0;0,9;0,5;0;1,26;0,5;0;1,71;0,5
07/03/2008;2,5;1,6;0,46;1,75;2,24;0,46;1,25;3,04;0,46
08/03/2008;9;0,6;0,46;6,3;0,84;0,46;4,5;1,14;0,46
09/03/2008;25,5;1,3;0,46;17,85;1,82;0,46;12,75;2,47;0,46
10/03/2008;10;2;0,66;7;2,8;0,66;5;3,8;0,66
