Weetbach, Germany, pre-deforestation;;;;Weetbach, Germany, post-deforestation;;;
Date;P;EP;Q;Date;P;EP;Q
;[mm/d];[mm/d];[mm/d];;[mm/d];[mm/d];[mm/d]
01/07/2009;0,00;4,53;0,57;01/01/2014;1,19;0,57;5,14
02/07/2009;0,00;5,52;0,51;02/01/2014;8,08;0,40;5,38
03/07/2009;14,85;0,06;0,58;03/01/2014;4,98;0,59;4,83
04/07/2009;0,00;4,36;0,54;04/01/2014;0,52;0,43;4,57
05/07/2009;0,00;2,86;0,49;05/01/2014;3,63;0,46;4,67
06/07/2009;0,00;3,33;0,50;06/01/2014;18,92;0,41;4,83
07/07/2009;3,48;0,21;0,53;07/01/2014;3,63;0,79;5,56
08/07/2009;21,00;0,00;0,87;08/01/2014;4,88;0,59;5,45
09/07/2009;1,35;0,59;0,97;09/01/2014;5,61;0,51;5,54
10/07/2009;5,04;0,00;0,73;10/01/2014;0,29;0,42;5,35
11/07/2009;1,68;0,00;0,66;11/01/2014;2,16;0,34;5,13
12/07/2009;4,52;0,05;0,65;12/01/2014;0,00;0,81;4,84
13/07/2009;0,00;4,38;0,58;13/01/2014;0,41;0,37;4,71
14/07/2009;0,00;3,86;0,58;14/01/2014;1,84;0,36;4,56
15/07/2009;0,00;4,89;0,69;15/01/2014;4,98;0,22;4,47
16/07/2009;0,00;4,79;0,52;16/01/2014;1,30;0,27;4,37
17/07/2009;0,00;3,44;0,53;17/01/2014;0,41;0,57;4,12
18/07/2009;2,64;0,00;0,49;18/01/2014;0,00;0,88;3,87
19/07/2009;6,48;0,00;0,52;19/01/2014;0,00;0,65;3,68
20/07/2009;3,27;0,70;0,50;20/01/2014;3,84;0,12;3,61
21/07/2009;9,26;2,19;0,44;21/01/2014;2,26;0,12;3,72
22/07/2009;18,43;1,16;0,90;22/01/2014;0,00;0,32;3,52
23/07/2009;32,00;0,00;0,73;23/01/2014;6,85;0,14;3,32
24/07/2009;18,13;0,80;0,91;24/01/2014;0,17;0,22;3,25
25/07/2009;6,69;0,00;0,91;25/01/2014;5,29;0,36;3,06
26/07/2009;0,20;3,72;0,92;26/01/2014;14,13;0,38;3,13
27/07/2009;0,00;4,03;0,75;27/01/2014;7,57;0,33;3,26
28/07/2009;0,00;4,04;0,70;28/01/2014;0,17;0,50;3,09
29/07/2009;13,63;1,91;0,66;29/01/2014;0,00;0,63;2,95
30/07/2009;0,00;3,44;0,86;30/01/2014;0,00;0,54;2,88
31/07/2009;0,00;3,41;0,61;31/01/2014;0,00;0,90;2,87
01/08/2009;0,00;4,47;0,53;01/02/2014;9,21;0,38;3,45
02/08/2009;0,00;1,29;0,62;02/02/2014;0,00;0,60;3,24
03/08/2009;1,46;0,72;0,58;03/02/2014;0,00;0,37;2,99
04/08/2009;0,00;4,17;0,49;04/02/2014;0,00;0,78;3,05
05/08/2009;0,00;5,20;0,42;05/02/2014;1,19;0,54;3,46
06/08/2009;0,00;5,24;0,39;06/02/2014;2,16;0,85;4,62
07/08/2009;4,73;1,27;0,66;07/02/2014;7,05;0,77;4,77
08/08/2009;0,00;0,99;0,92;08/02/2014;4,36;0,55;4,88
09/08/2009;0,00;2,35;0,58;09/02/2014;0,29;0,70;4,71
10/08/2009;0,00;3,51;0,48;10/02/2014;2,47;0,54;4,09
11/08/2009;3,48;0,00;0,47;11/02/2014;5,50;0,79;3,64
12/08/2009;0,00;2,33;0,44;12/02/2014;2,26;0,80;3,66
13/08/2009;0,00;1,78;0,89;13/02/2014;8,19;0,32;4,22
14/08/2009;0,00;2,23;0,65;14/02/2014;5,09;0,50;3,78
15/08/2009;0,00;4,89;0,49;15/02/2014;1,41;1,07;3,69
16/08/2009;0,00;5,03;0,41;16/02/2014;7,88;0,50;4,44
17/08/2009;0,00;3,24;0,39;17/02/2014;0,00;0,47;3,98
18/08/2009;0,00;4,11;0,36;18/02/2014;0,64;0,74;3,92
19/08/2009;0,00;5,25;0,33;19/02/2014;1,73;0,60;3,92
20/08/2009;0,00;5,13;0,35;20/02/2014;3,21;0,67;3,84
21/08/2009;1,25;1,26;0,40;21/02/2014;9,32;0,57;4,12
22/08/2009;0,00;3,41;0,31;22/02/2014;2,37;0,35;3,76
23/08/2009;0,00;4,44;0,28;23/02/2014;0,00;0,76;3,48
24/08/2009;0,00;4,69;0,27;24/02/2014;0,00;1,90;3,29
25/08/2009;20,66;0,00;0,76;25/02/2014;0,29;1,02;3,25
26/08/2009;0,00;2,69;0,45;26/02/2014;6,02;0,69;3,51
27/08/2009;0,00;3,97;0,35;27/02/2014;4,46;0,50;3,32
28/08/2009;0,46;2,09;0,31;28/02/2014;1,94;0,57;3,20
29/08/2009;0,00;2,31;0,27;01/03/2014;0,75;0,52;3,04
30/08/2009;0,00;2,95;0,25;02/03/2014;0,17;1,15;2,88
31/08/2009;0,00;4,46;0,23;03/03/2014;0,29;0,90;2,74
01/09/2009;0,00;1,99;0,30;04/03/2014;0,00;1,22;2,63
02/09/2009;0,00;2,12;0,29;05/03/2014;0,00;1,14;2,54
03/09/2009;12,32;0,00;0,33;06/03/2014;0,00;2,02;2,46
04/09/2009;7,92;0,00;0,34;07/03/2014;0,00;1,98;2,31
05/09/2009;1,68;0,00;0,31;08/03/2014;0,00;2,57;2,22
06/09/2009;0,00;0,49;0,28;09/03/2014;0,00;4,29;2,13
07/09/2009;0,00;3,16;0,25;10/03/2014;0,00;2,85;2,09
08/09/2009;0,00;4,17;0,23;11/03/2014;0,00;1,88;1,96
09/09/2009;0,20;3,32;0,22;12/03/2014;0,00;2,84;1,83
10/09/2009;0,91;0,00;0,24;13/03/2014;0,00;2,88;1,78
11/09/2009;0,00;1,50;0,23;14/03/2014;0,00;2,61;1,68
12/09/2009;0,00;1,67;0,21;15/03/2014;3,31;0,73;1,88
13/09/2009;1,68;0,00;0,21;16/03/2014;0,00;1,32;1,68
14/09/2009;12,53;0,00;0,27;17/03/2014;0,00;0,77;1,53
15/09/2009;0,20;0,00;0,36;18/03/2014;0,52;1,08;1,48
16/09/2009;0,00;0,00;0,27;19/03/2014;0,29;2,23;1,45
17/09/2009;0,00;0,43;0,26;20/03/2014;0,00;4,07;1,28
18/09/2009;0,00;1,92;0,23;21/03/2014;2,79;1,34;1,30
19/09/2009;8,13;0,00;0,22;22/03/2014;9,52;1,06;1,48
20/09/2009;0,00;1,11;0,20;23/03/2014;1,08;0,83;1,71
21/09/2009;0,00;1,84;0,19;24/03/2014;3,94;1,00;1,39
22/09/2009;0,00;2,80;0,18;25/03/2014;0,00;1,45;1,17
23/09/2009;0,00;1,58;0,16;26/03/2014;1,19;1,44;1,06
24/09/2009;1,57;0,00;0,15;27/03/2014;0,00;2,66;0,98
25/09/2009;0,00;0,83;0,14;28/03/2014;0,00;3,11;0,91
26/09/2009;0,00;2,18;0,13;29/03/2014;0,00;3,40;0,86
27/09/2009;0,00;2,31;0,12;30/03/2014;0,00;2,92;0,84
28/09/2009;0,00;1,98;0,10;31/03/2014;0,00;3,30;0,81
29/09/2009;0,00;1,02;0,10;01/04/2014;0,00;2,88;0,79
30/09/2009;0,00;0,93;0,11;02/04/2014;0,00;3,38;0,75
01/10/2009;0,00;0,70;0,11;03/04/2014;0,00;2,90;0,70
02/10/2009;0,00;0,90;0,10;04/04/2014;0,17;1,48;0,70
03/10/2009;0,29;0,64;0,08;05/04/2014;0,00;0,89;0,67
04/10/2009;9,11;0,00;0,15;06/04/2014;0,00;2,09;0,64
05/10/2009;12,29;0,00;0,17;07/04/2014;2,16;2,68;0,62
06/10/2009;13,11;0,00;0,35;08/04/2014;2,26;1,43;0,66
07/10/2009;20,00;0,00;0,29;09/04/2014;0,00;2,41;0,58
08/10/2009;2,16;0,00;0,67;10/04/2014;0,00;2,18;0,55
09/10/2009;2,05;0,00;0,29;11/04/2014;0,00;1,69;0,54
10/10/2009;13,72;0,00;0,66;12/04/2014;0,00;2,71;0,50
11/10/2009;17,24;0,00;0,48;13/04/2014;0,00;1,27;0,49
12/10/2009;16,23;0,00;0,84;14/04/2014;1,51;2,05;0,46
13/10/2009;0,00;0,00;0,48;15/04/2014;0,00;1,30;0,43
14/10/2009;0,00;0,37;0,37;16/04/2014;0,00;3,37;0,40
15/10/2009;0,00;1,19;0,32;17/04/2014;0,00;3,88;0,38
16/10/2009;24,00;0,00;0,34;18/04/2014;2,47;1,77;0,44
17/10/2009;3,63;0,00;0,38;19/04/2014;0,17;2,58;0,38
18/10/2009;0,00;0,00;0,33;20/04/2014;0,00;2,36;0,37
19/10/2009;0,00;0,40;0,28;21/04/2014;4,15;2,06;0,71
20/10/2009;0,00;1,35;0,25;22/04/2014;3,00;2,09;0,60
21/10/2009;0,00;2,04;0,22;23/04/2014;2,79;3,09;0,51
22/10/2009;0,41;0,12;0,22;24/04/2014;2,89;2,65;0,45
23/10/2009;0,00;0,60;0,21;25/04/2014;1,51;3,55;0,44
24/10/2009;4,26;0,00;0,21;26/04/2014;1,41;2,40;0,43
25/10/2009;0,00;0,00;0,22;27/04/2014;0,41;2,50;0,45
26/10/2009;0,29;0,00;0,20;28/04/2014;0,17;1,37;0,36
27/10/2009;0,00;0,00;0,23;29/04/2014;1,08;1,33;0,36
28/10/2009;0,00;0,97;0,24;30/04/2014;0,33;1,86;0,36
29/10/2009;0,00;0,44;0,22;01/05/2014;0,33;2,44;0,56
30/10/2009;0,00;0,93;0,22;02/05/2014;1,14;0,65;0,63
31/10/2009;0,00;1,02;0,20;03/05/2014;0,00;3,38;0,47
01/11/2009;28,00;0,00;0,27;04/05/2014;0,00;3,41;0,38
02/11/2009;24,00;0,00;0,83;05/05/2014;0,00;4,57;0,35
03/11/2009;12,90;0,00;0,44;06/05/2014;32,51;2,28;1,28
04/11/2009;5,40;0,00;0,90;07/05/2014;3,69;2,16;3,59
05/11/2009;5,40;0,00;0,60;08/05/2014;12,43;1,57;2,30
06/11/2009;0,41;0,00;0,52;09/05/2014;1,57;2,23;2,53
07/11/2009;6,43;0,00;0,62;10/05/2014;13,14;1,18;2,55
08/11/2009;0,29;0,00;0,55;11/05/2014;2,00;2,10;2,76
09/11/2009;2,58;0,00;0,59;12/05/2014;4,41;1,70;2,37
10/11/2009;1,51;0,00;0,80;13/05/2014;3,06;1,54;2,34
11/11/2009;0,17;0,00;0,68;14/05/2014;0,69;3,38;2,06
12/11/2009;2,37;0,00;1,10;15/05/2014;0,00;1,28;1,82
13/11/2009;0,00;0,00;1,26;16/05/2014;0,00;3,38;1,58
14/11/2009;0,75;0,00;1,16;17/05/2014;0,00;4,53;1,41
15/11/2009;13,00;0,00;0,96;18/05/2014;0,00;4,24;1,27
16/11/2009;2,05;0,00;0,61;19/05/2014;0,00;5,21;1,13
17/11/2009;8,70;0,00;0,99;20/05/2014;0,00;4,92;0,99
18/11/2009;0,00;0,00;0,71;21/05/2014;0,57;2,76;0,97
19/11/2009;0,00;0,00;0,59;22/05/2014;8,13;3,40;1,02
20/11/2009;0,00;0,79;0,55;23/05/2014;0,57;2,34;1,09
21/11/2009;1,41;0,00;0,55;24/05/2014;1,79;2,74;0,92
22/11/2009;7,00;0,00;0,61;25/05/2014;0,00;3,66;0,77
23/11/2009;41,24;0,00;2,75;26/05/2014;3,69;1,44;0,86
24/11/2009;10,55;0,00;2,78;27/05/2014;3,06;1,58;0,94
25/11/2009;5,61;0,00;2,66;28/05/2014;0,00;1,89;0,81
26/11/2009;3,63;0,00;2,76;29/05/2014;0,00;1,65;0,70
27/11/2009;12,80;0,00;3,40;30/05/2014;0,00;3,01;0,66
28/11/2009;18,31;0,00;3,42;31/05/2014;0,00;3,74;0,59
29/11/2009;1,62;0,00;3,70;01/06/2014;0,00;3,15;0,52
30/11/2009;0,00;0,00;3,69;02/06/2014;0,00;3,70;0,47
01/12/2009;0,00;0,00;3,83;03/06/2014;0,00;2,55;0,47
02/12/2009;0,64;0,00;3,58;04/06/2014;10,08;2,06;0,61
03/12/2009;13,92;0,00;3,47;05/06/2014;0,00;2,47;0,72
04/12/2009;1,51;0,00;3,23;06/06/2014;0,00;5,69;0,46
05/12/2009;7,05;0,00;2,99;07/06/2014;0,00;5,22;0,40
06/12/2009;9,42;0,00;3,15;08/06/2014;0,69;5,05;0,38
07/12/2009;0,29;0,00;2,77;09/06/2014;35,04;5,40;0,86
08/12/2009;10,55;0,00;3,28;10/06/2014;4,00;5,05;1,04
09/12/2009;2,37;0,00;3,05;11/06/2014;10,59;3,88;1,11
10/12/2009;20,45;0,00;4,46;12/06/2014;0,00;5,37;0,67
11/12/2009;7,36;0,00;5,34;13/06/2014;0,00;4,40;0,57
12/12/2009;2,05;0,00;5,88;14/06/2014;0,00;2,09;0,56
13/12/2009;1,73;0,00;5,86;15/06/2014;0,00;3,02;0,52
14/12/2009;0,00;0,00;5,30;16/06/2014;0,20;2,13;0,50
15/12/2009;0,00;0,00;4,72;17/06/2014;0,00;1,91;0,48
16/12/2009;0,00;0,00;4,22;18/06/2014;0,00;4,16;0,43
17/12/2009;0,17;0,00;3,76;19/06/2014;0,46;2,40;0,39
18/12/2009;3,52;0,00;3,33;20/06/2014;0,00;1,63;0,39
19/12/2009;0,52;0,00;2,98;21/06/2014;0,00;3,25;0,35
20/12/2009;15,00;0,00;2,70;22/06/2014;0,00;3,79;0,31
21/12/2009;1,62;0,00;2,50;23/06/2014;0,00;4,84;0,28
22/12/2009;11,67;0,00;3,06;24/06/2014;0,00;3,18;0,27
23/12/2009;0,00;0,00;2,30;25/06/2014;0,00;3,01;0,26
24/12/2009;3,42;0,00;2,11;26/06/2014;0,00;4,44;0,23
25/12/2009;9,32;0,00;2,86;27/06/2014;4,31;2,95;0,39
26/12/2009;0,00;0,00;2,16;28/06/2014;12,12;1,42;0,86
27/12/2009;3,63;0,00;2,14;29/06/2014;9,26;1,90;1,24
28/12/2009;0,17;0,00;2,23;30/06/2014;0,20;3,03;0,60
29/12/2009;22,00;0,00;2,98;01/07/2014;0,00;4,37;0,42
30/12/2009;12,70;0,00;5,40;02/07/2014;0,00;4,72;0,37
31/12/2009;7,47;0,00;7,65;03/07/2014;0,00;5,80;0,33
01/01/2010;0,97;0,00;8,32;04/07/2014;0,00;4,14;0,32
02/01/2010;0,00;0,00;7,54;05/07/2014;4,93;1,85;0,38
03/01/2010;5,09;0,00;6,44;06/07/2014;5,04;3,08;0,49
04/01/2010;0,00;0,00;5,43;07/07/2014;0,57;3,89;0,49
05/01/2010;0,75;0,00;4,68;08/07/2014;39,08;0,70;2,89
06/01/2010;0,00;0,00;4,01;09/07/2014;38,88;0,62;7,23
07/01/2010;0,17;0,00;3,43;10/07/2014;3,48;2,53;5,87
08/01/2010;0,29;0,00;2,95;11/07/2014;0,33;3,31;3,94
09/01/2010;3,94;0,00;2,65;12/07/2014;0,20;1,07;2,91
10/01/2010;0,64;0,00;2,40;13/07/2014;6,28;2,39;2,52
11/01/2010;0,41;0,00;2,16;14/07/2014;4,10;2,28;2,19
12/01/2010;0,00;0,00;1,96;15/07/2014;0,00;2,75;1,85
13/01/2010;0,29;0,00;1,76;16/07/2014;0,00;4,20;1,53
14/01/2010;0,00;0,00;1,63;17/07/2014;0,00;4,03;1,26
15/01/2010;0,29;0,00;1,46;18/07/2014;0,00;6,32;1,08
16/01/2010;20,00;0,00;1,35;19/07/2014;0,00;6,13;0,90
17/01/2010;22,00;0,00;2,86;20/07/2014;0,00;3,78;0,82
18/01/2010;2,16;0,00;2,11;21/07/2014;17,31;0,75;3,31
19/01/2010;0,17;0,00;2,01;22/07/2014;0,33;3,99;2,32
20/01/2010;1,30;0,00;1,94;23/07/2014;0,57;4,88;1,86
21/01/2010;0,00;0,00;1,85;24/07/2014;0,00;3,83;1,70
22/01/2010;0,00;0,00;1,83;25/07/2014;0,00;3,21;1,63
23/01/2010;0,00;0,00;1,78;26/07/2014;0,00;3,03;1,54
24/01/2010;4,78;0,00;1,68;27/07/2014;1,03;3,19;1,33
25/01/2010;0,64;0,00;1,60;28/07/2014;5,97;2,70;1,88
26/01/2010;0,41;0,00;1,46;29/07/2014;28,57;1,61;1,63
27/01/2010;2,89;0,00;1,33;30/07/2014;0,20;2,84;11,25
28/01/2010;16,00;0,00;1,32;31/07/2014;0,00;4,52;6,19
29/01/2010;17,90;0,00;1,31;01/08/2014;0,00;3,78;4,98
30/01/2010;18,00;0,00;1,20;02/08/2014;1,46;3,25;4,41
31/01/2010;1,94;0,00;1,10;03/08/2014;18,63;3,20;4,01
01/02/2010;3,73;0,00;1,03;04/08/2014;19,04;1,90;6,37
02/02/2010;13,11;0,00;0,98;05/08/2014;0,00;3,03;5,45
03/02/2010;7,16;0,00;1,19;06/08/2014;11,41;3,35;5,43
04/02/2010;0,17;0,00;1,93;07/08/2014;9,36;2,72;5,77
05/02/2010;12,00;0,00;1,72;08/08/2014;7,92;2,93;5,29
06/02/2010;0,17;0,00;1,84;09/08/2014;11,20;2,91;5,45
07/02/2010;0,41;0,00;1,92;10/08/2014;13,95;1,88;5,88
08/02/2010;0,00;0,00;1,91;11/08/2014;2,00;3,63;5,18
09/02/2010;0,52;0,00;1,86;12/08/2014;7,31;3,26;5,58
10/02/2010;1,08;0,00;1,75;13/08/2014;2,00;1,79;5,43
11/02/2010;9,00;0,00;1,68;14/08/2014;1,68;2,12;5,27
12/02/2010;1,84;0,00;1,61;15/08/2014;5,97;1,97;5,11
13/02/2010;1,19;0,00;1,55;16/08/2014;2,64;2,25;4,73
14/02/2010;4,26;0,00;1,49;17/08/2014;2,00;2,13;4,44
15/02/2010;1,41;0,00;1,42;18/08/2014;0,91;2,96;4,75
16/02/2010;0,17;0,00;1,34;19/08/2014;2,21;1,82;4,40
17/02/2010;1,19;0,00;1,28;20/08/2014;5,87;2,34;3,95
18/02/2010;0,41;0,00;1,50;21/08/2014;0,00;2,67;3,68
19/02/2010;0,97;0,00;1,36;22/08/2014;0,80;2,55;3,46
20/02/2010;4,15;0,00;1,19;23/08/2014;9,26;2,04;3,58
21/02/2010;4,26;0,00;1,10;24/08/2014;0,00;2,39;3,17
22/02/2010;12,49;0,00;1,64;25/08/2014;14,67;1,59;3,40
23/02/2010;12,90;0,00;3,77;26/08/2014;32,31;0,95;6,99
24/02/2010;2,05;0,00;4,93;27/08/2014;0,46;1,73;5,73
25/02/2010;3,73;0,00;9,36;28/08/2014;4,00;2,13;5,76
26/02/2010;3,63;0,00;12,21;29/08/2014;2,42;2,21;5,54
27/02/2010;0,41;0,00;12,22;30/08/2014;5,76;1,69;5,04
28/02/2010;11,88;0,00;13,35;31/08/2014;9,56;1,28;5,35
01/03/2010;0,17;0,00;12,82;01/09/2014;0,00;2,02;4,44
02/03/2010;0,00;0,00;11,04;02/09/2014;0,00;2,68;4,08
03/03/2010;0,00;0,54;8,85;03/09/2014;0,00;2,74;3,95
04/03/2010;0,00;1,11;7,21;04/09/2014;0,00;1,28;3,81
05/03/2010;3,84;0,00;6,04;05/09/2014;0,00;2,92;3,59
06/03/2010;9,52;0,00;5,27;06/09/2014;0,00;1,25;3,37
07/03/2010;0,00;0,00;4,51;07/09/2014;0,00;1,55;3,14
08/03/2010;0,00;0,05;3,96;08/09/2014;0,00;2,11;2,87
09/03/2010;0,00;1,24;3,51;09/09/2014;0,00;2,49;2,64
10/03/2010;0,00;1,45;3,15;10/09/2014;0,00;0,99;2,51
11/03/2010;0,00;0,70;2,83;11/09/2014;0,20;1,45;2,37
12/03/2010;0,00;0,64;2,58;12/09/2014;0,00;2,46;2,15
13/03/2010;1,19;0,00;2,35;13/09/2014;0,00;0,69;2,07
14/03/2010;1,94;0,00;2,19;14/09/2014;0,00;1,03;1,96
15/03/2010;10,24;0,00;2,39;15/09/2014;0,00;1,58;1,78
16/03/2010;4,57;0,00;2,87;16/09/2014;0,00;2,21;1,63
17/03/2010;0,00;0,02;2,20;17/09/2014;0,00;3,15;1,51
18/03/2010;0,00;3,15;2,26;18/09/2014;1,68;1,78;1,90
19/03/2010;0,52;2,41;2,74;19/09/2014;0,20;1,89;1,56
20/03/2010;25,00;0,00;4,39;20/09/2014;28,46;1,45;2,84
21/03/2010;13,41;0,00;6,29;21/09/2014;24,92;0,55;5,70
22/03/2010;0,29;0,00;6,32;22/09/2014;1,03;1,13;3,40
23/03/2010;0,00;0,30;5,99;23/09/2014;0,00;2,15;3,08
24/03/2010;0,00;2,88;5,15;24/09/2014;3,79;1,30;3,01
25/03/2010;0,52;2,46;4,75;25/09/2014;0,57;1,22;2,83
26/03/2010;12,70;0,00;4,00;26/09/2014;0,20;1,48;2,52
27/03/2010;0,00;0,00;3,95;27/09/2014;0,00;1,50;2,36
28/03/2010;18,00;0,00;3,25;28/09/2014;0,00;2,22;2,22
29/03/2010;20,86;0,00;3,83;29/09/2014;3,58;1,33;2,34
30/03/2010;1,84;0,00;3,58;30/09/2014;0,00;1,38;2,20
31/03/2010;23,00;0,00;3,41;01/10/2014;0,00;1,47;1,95
01/04/2010;0,52;0,30;3,22;02/10/2014;0,00;1,87;1,80
02/04/2010;2,05;0,02;3,01;03/10/2014;0,00;2,21;1,72
03/04/2010;0,86;0,35;2,92;04/10/2014;0,17;2,35;1,66
04/04/2010;13,52;0,00;2,91;05/10/2014;0,86;0,35;1,66
05/04/2010;0,00;0,45;2,70;06/10/2014;2,68;1,04;1,69
06/04/2010;0,00;2,85;2,33;07/10/2014;8,70;0,98;1,89
07/04/2010;0,00;2,58;2,12;08/10/2014;17,70;0,60;1,91
08/04/2010;2,58;0,00;2,09;09/10/2014;2,16;0,77;1,97
09/04/2010;0,00;0,00;1,99;10/10/2014;0,75;1,14;1,96
10/04/2010;0,00;1,37;1,78;11/10/2014;0,41;1,17;1,96
11/04/2010;2,26;0,00;1,65;12/10/2014;3,31;1,08;2,01
12/04/2010;1,08;0,00;1,56;13/10/2014;0,00;1,08;2,01
13/04/2010;0,17;2,10;1,46;14/10/2014;0,00;1,78;1,94
14/04/2010;0,00;2,26;1,29;15/10/2014;1,51;1,31;1,93
15/04/2010;0,00;2,66;1,16;16/10/2014;4,57;0,88;2,04
16/04/2010;0,00;1,45;1,03;17/10/2014;8,39;0,86;2,18
17/04/2010;0,00;2,79;0,97;18/10/2014;0,00;1,74;2,09
18/04/2010;0,00;3,38;0,91;19/10/2014;3,52;1,64;2,13
19/04/2010;0,00;1,19;0,86;20/10/2014;0,00;0,93;2,13
20/04/2010;0,00;2,86;0,78;21/10/2014;22,08;0,48;3,36
21/04/2010;0,00;2,00;0,74;22/10/2014;15,46;0,45;3,46
22/04/2010;0,00;2,22;0,70;23/10/2014;0,29;0,57;3,03
23/04/2010;0,00;2,96;0,64;24/10/2014;1,62;0,61;3,15
24/04/2010;0,00;3,64;0,59;25/10/2014;8,29;0,50;3,26
25/04/2010;4,78;1,47;0,55;26/10/2014;0,00;0,86;2,74
26/04/2010;0,00;2,32;0,57;27/10/2014;0,00;1,17;2,57
27/04/2010;0,00;2,75;0,53;28/10/2014;0,00;1,11;2,49
28/04/2010;0,00;4,36;0,49;29/10/2014;0,64;0,33;2,41
29/04/2010;0,17;4,74;0,46;30/10/2014;0,00;0,85;2,30
30/04/2010;0,00;2,08;0,45;31/10/2014;0,00;1,26;2,21
01/05/2010;0,00;2,15;0,44;01/11/2014;0,00;2,05;2,09
02/05/2010;4,83;0,00;0,47;02/11/2014;10,86;1,00;2,21
03/05/2010;4,83;0,00;0,54;03/11/2014;8,91;0,97;3,58
04/05/2010;0,46;0,00;0,51;04/11/2014;14,54;0,38;3,92
05/05/2010;0,00;1,32;0,45;05/11/2014;0,00;0,39;3,13
06/05/2010;0,00;0,53;0,53;06/11/2014;1,51;0,51;3,21
07/05/2010;0,00;0,98;0,86;07/11/2014;2,89;0,56;3,14
08/05/2010;0,00;1,90;0,57;08/11/2014;0,00;0,78;2,99
09/05/2010;0,46;1,10;0,50;09/11/2014;1,62;0,84;2,85
10/05/2010;0,00;1,17;0,47;10/11/2014;1,19;0,75;2,66
11/05/2010;14,06;0,00;0,61;11/11/2014;0,17;0,68;2,49
12/05/2010;0,00;0,00;1,24;12/11/2014;0,17;0,53;2,36
13/05/2010;0,00;0,00;0,64;13/11/2014;0,00;0,85;2,18
14/05/2010;0,00;0,22;0,63;14/11/2014;0,86;0,76;2,13
15/05/2010;0,00;2,83;0,56;15/11/2014;3,31;0,29;2,24
16/05/2010;0,00;3,36;0,50;16/11/2014;8,29;0,32;2,82
17/05/2010;0,00;1,23;0,51;17/11/2014;0,52;0,36;2,21
18/05/2010;0,00;2,99;0,52;18/11/2014;1,62;0,20;2,09
19/05/2010;0,00;2,46;0,47;19/11/2014;0,00;0,29;1,98
20/05/2010;0,00;4,39;0,43;20/11/2014;0,00;0,48;1,89
21/05/2010;0,00;3,84;0,41;21/11/2014;0,00;0,60;1,85
22/05/2010;0,00;4,88;0,38;22/11/2014;0,00;0,77;1,79
23/05/2010;0,00;5,13;0,36;23/11/2014;0,00;1,20;1,76
24/05/2010;0,00;4,91;0,36;24/11/2014;0,97;0,41;1,73
25/05/2010;0,00;4,29;0,34;25/11/2014;0,00;0,66;1,59
26/05/2010;0,00;0,64;0,49;26/11/2014;0,52;0,21;1,61
27/05/2010;3,89;0,00;0,47;27/11/2014;1,73;0,27;1,56
28/05/2010;0,00;2,42;0,50;28/11/2014;0,00;0,69;1,43
29/05/2010;0,00;4,27;0,40;29/11/2014;0,00;0,50;1,31
30/05/2010;0,00;1,73;0,51;30/11/2014;0,17;0,53;1,24
31/05/2010;0,00;1,08;0,63;01/12/2014;0,00;0,09;1,18
01/06/2010;0,00;2,34;0,54;02/12/2014;1,08;0,08;1,13
02/06/2010;0,00;4,61;0,47;03/12/2014;0,52;0,06;1,05
03/06/2010;0,00;4,90;0,47;04/12/2014;0,00;0,06;1,01
04/06/2010;0,00;5,44;0,45;05/12/2014;0,00;0,08;1,09
05/06/2010;0,00;4,93;0,44;06/12/2014;0,17;0,08;1,18
06/06/2010;7,82;1,70;0,45;07/12/2014;7,16;0,21;1,38
07/06/2010;0,00;3,84;0,40;08/12/2014;4,88;0,28;1,21
08/06/2010;0,00;3,15;0,35;09/12/2014;2,37;0,20;1,13
09/06/2010;0,00;2,69;0,34;10/12/2014;7,67;0,28;2,24
10/06/2010;0,00;2,15;0,34;11/12/2014;14,84;0,30;3,71
11/06/2010;0,20;4,56;0,33;12/12/2014;26,75;0,37;6,51
12/06/2010;0,00;1,64;0,32;13/12/2014;15,66;0,08;7,86
13/06/2010;0,00;3,35;0,31;14/12/2014;0,00;0,04;7,82
14/06/2010;0,00;4,06;0,28;15/12/2014;1,84;0,10;6,80
15/06/2010;0,00;2,58;0,28;16/12/2014;2,68;0,17;6,45
16/06/2010;0,00;4,83;0,26;17/12/2014;11,88;0,21;7,46
17/06/2010;5,97;0,00;0,29;18/12/2014;10,04;0,37;8,75
18/06/2010;0,46;1,01;0,29;19/12/2014;31,21;0,36;16,53
19/06/2010;1,03;0,79;0,28;20/12/2014;0,52;0,42;14,56
20/06/2010;1,03;0,50;0,27;21/12/2014;1,30;0,33;11,71
21/06/2010;0,00;2,26;0,26;22/12/2014;6,33;0,30;9,97
22/06/2010;0,00;3,86;0,24;23/12/2014;1,73;0,41;8,09
23/06/2010;0,00;5,15;0,23;24/12/2014;12,08;0,35;8,89
24/06/2010;0,00;5,22;0,23;25/12/2014;2,79;0,29;7,69
25/06/2010;0,00;4,84;0,25;26/12/2014;0,52;0,20;7,48
26/06/2010;0,00;4,80;0,25;27/12/2014;9,93;0,20;6,71
27/06/2010;0,00;4,86;0,24;28/12/2014;0,41;0,26;5,83
28/06/2010;0,00;5,04;0,20;29/12/2014;3,31;0,17;5,25
29/06/2010;0,00;3,49;0,17;30/12/2014;0,97;0,21;4,86
30/06/2010;0,00;4,84;0,18;31/12/2014;0,41;0,25;4,38
