;Catchment 1: Weetbach, Germany;;Catchment 2: Allt Coarie Na Con, Scotland;;;;;;;;;;;;
Date;Precipitation;EP;Precipitation;EP;;;;;;;;;;;
;[mm/d];[mm/d];[mm/d];[mm/d];;;;;;;;;;;
28/05/2012;0,00;5,64;0,68;2,78;;;;;;;;;;;
29/05/2012;4,41;4,61;0,78;2,38;;;;;;;;;;;
30/05/2012;0,00;3,78;0,83;2,93;;;;;;;;;;;
31/05/2012;5,56;2,32;5,71;2,66;;;;;;;;;;;
01/06/2012;1,35;2,53;5,66;2,57;;;;;;;;;;;
02/06/2012;0,20;2,55;1,00;2,81;;;;;;;;;;;
03/06/2012;9,56;0,99;0,15;3,63;;;;;;;;;;;
04/06/2012;9,15;1,91;1,80;3,70;;;;;;;;;;;
05/06/2012;0,00;3,35;0,29;2,34;;;;;;;;;;;
06/06/2012;11,61;1,82;2,10;2,28;;;;;;;;;;;
07/06/2012;0,57;2,59;2,59;2,55;;;;;;;;;;;
08/06/2012;10,08;3,31;1,90;2,72;;;;;;;;;;;
09/06/2012;0,00;2,81;0,24;2,91;;;;;;;;;;;
10/06/2012;0,00;2,50;1,80;2,97;;;;;;;;;;;
11/06/2012;13,24;1,68;3,90;2,79;;;;;;;;;;;
12/06/2012;0,91;2,46;9,41;2,36;;;;;;;;;;;
13/06/2012;4,41;0,88;1,02;3,15;;;;;;;;;;;
14/06/2012;0,57;2,02;0,44;2,41;;;;;;;;;;;
15/06/2012;6,90;1,56;1,00;3,03;;;;;;;;;;;
16/06/2012;5,87;1,29;1,05;2,97;;;;;;;;;;;
17/06/2012;0,00;4,59;0,34;3,59;;;;;;;;;;;
18/06/2012;0,46;2,99;2,44;3,53;;;;;;;;;;;
19/06/2012;1,79;1,71;0,00;4,04;;;;;;;;;;;
20/06/2012;6,90;1,41;9,85;3,68;;;;;;;;;;;
21/06/2012;10,79;3,05;4,00;3,02;;;;;;;;;;;
22/06/2012;0,00;3,53;3,02;3,06;;;;;;;;;;;
23/06/2012;0,00;3,60;1,32;3,15;;;;;;;;;;;
24/06/2012;15,38;1,76;0,00;2,22;;;;;;;;;;;
25/06/2012;0,91;1,71;0,00;3,30;;;;;;;;;;;
26/06/2012;0,00;3,72;0,00;3,11;;;;;;;;;;;
27/06/2012;1,03;2,06;2,00;3,20;;;;;;;;;;;
28/06/2012;2,95;5,22;2,00;3,25;;;;;;;;;;;
29/06/2012;5,56;1,96;0,00;3,17;;;;;;;;;;;
30/06/2012;0,20;3,55;1,00;3,48;;;;;;;;;;;
01/07/2012;0,00;3,04;2,00;3,46;;;;;;;;;;;
02/07/2012;0,00;2,85;2,00;3,53;;;;;;;;;;;
03/07/2012;0,00;3,85;1,00;3,67;;;;;;;;;;;
04/07/2012;0,00;4,29;1,00;3,48;;;;;;;;;;;
05/07/2012;6,90;2,79;0,29;3,21;;;;;;;;;;;
06/07/2012;4,93;3,24;0,15;2,58;;;;;;;;;;;
07/07/2012;2,32;3,86;1,51;3,17;;;;;;;;;;;
08/07/2012;10,08;1,86;5,90;2,76;;;;;;;;;;;
09/07/2012;0,20;3,13;4,54;2,33;;;;;;;;;;;
10/07/2012;0,33;3,28;0,63;2,64;;;;;;;;;;;
11/07/2012;5,76;2,45;0,00;2,94;;;;;;;;;;;
12/07/2012;3,58;3,01;1,95;2,76;;;;;;;;;;;
13/07/2012;15,58;1,62;3,61;2,84;;;;;;;;;;;
14/07/2012;19,04;1,74;0,00;2,49;;;;;;;;;;;
15/07/2012;9,36;1,84;0,00;2,82;;;;;;;;;;;
16/07/2012;5,76;2,55;1,00;3,36;;;;;;;;;;;
17/07/2012;9,46;1,47;0,00;3,32;;;;;;;;;;;
18/07/2012;0,00;3,87;0,15;2,79;;;;;;;;;;;
19/07/2012;0,33;2,66;0,29;3,07;;;;;;;;;;;
20/07/2012;0,57;1,92;1,00;3,00;;;;;;;;;;;
21/07/2012;0,00;2,25;0,00;2,74;;;;;;;;;;;
22/07/2012;0,00;4,03;1,00;3,17;;;;;;;;;;;
23/07/2012;0,00;5,54;2,00;4,42;;;;;;;;;;;
24/07/2012;0,00;4,96;2,00;4,36;;;;;;;;;;;
25/07/2012;0,00;4,56;3,00;3,50;;;;;;;;;;;
26/07/2012;0,00;4,20;0,00;2,77;;;;;;;;;;;
27/07/2012;14,97;4,22;2,00;3,19;;;;;;;;;;;
28/07/2012;11,10;1,87;0,83;3,60;;;;;;;;;;;
29/07/2012;0,00;3,78;1,00;3,53;;;;;;;;;;;
30/07/2012;5,45;3,07;1,00;3,11;;;;;;;;;;;
31/07/2012;0,00;2,90;6,98;3,91;;;;;;;;;;;
01/08/2012;0,00;5,47;0,83;3,40;;;;;;;;;;;
02/08/2012;4,31;3,01;8,29;3,10;;;;;;;;;;;
03/08/2012;0,20;3,18;0,15;2,87;;;;;;;;;;;
04/08/2012;0,46;4,14;0,24;2,86;;;;;;;;;;;
05/08/2012;21,98;3,06;4,15;2,69;;;;;;;;;;;
06/08/2012;0,20;2,73;1,12;2,31;;;;;;;;;;;
07/08/2012;0,00;2,62;5,37;2,74;;;;;;;;;;;
08/08/2012;0,33;2,29;5,32;2,38;;;;;;;;;;;
09/08/2012;0,20;3,10;8,44;3,06;;;;;;;;;;;
10/08/2012;0,20;3,85;0,15;2,33;;;;;;;;;;;
11/08/2012;0,57;4,12;1,00;2,64;;;;;;;;;;;
12/08/2012;0,00;4,18;0,73;2,73;;;;;;;;;;;
13/08/2012;0,00;2,86;8,05;2,55;;;;;;;;;;;
14/08/2012;10,38;3,07;4,39;2,57;;;;;;;;;;;
15/08/2012;0,33;4,53;1,46;2,85;;;;;;;;;;;
16/08/2012;0,20;4,10;6,29;2,75;;;;;;;;;;;
17/08/2012;0,00;4,75;1,27;2,51;;;;;;;;;;;
18/08/2012;0,00;5,95;0,00;2,66;;;;;;;;;;;
19/08/2012;0,00;5,80;3,22;2,37;;;;;;;;;;;
20/08/2012;4,21;2,73;0,68;2,52;;;;;;;;;;;
21/08/2012;0,20;3,33;2,00;2,62;;;;;;;;;;;
22/08/2012;0,69;3,27;1,00;2,72;;;;;;;;;;;
23/08/2012;0,20;3,99;1,02;3,07;;;;;;;;;;;
24/08/2012;8,54;2,73;0,10;2,40;;;;;;;;;;;
25/08/2012;0,80;2,55;5,71;2,10;;;;;;;;;;;
26/08/2012;21,98;0,82;3,27;2,56;;;;;;;;;;;
27/08/2012;0,00;3,42;0,05;2,17;;;;;;;;;;;
28/08/2012;1,79;2,80;2,10;2,32;;;;;;;;;;;
29/08/2012;0,00;3,31;1,00;2,43;;;;;;;;;;;
30/08/2012;3,37;2,34;9,61;2,57;;;;;;;;;;;
31/08/2012;25,73;0,57;2,88;2,08;;;;;;;;;;;
01/09/2012;0,00;2,84;0,00;2,33;;;;;;;;;;;
02/09/2012;0,00;2,95;1,00;2,03;;;;;;;;;;;
03/09/2012;0,00;1,36;1,00;2,33;;;;;;;;;;;
04/09/2012;0,00;3,42;2,98;2,52;;;;;;;;;;;
05/09/2012;0,20;1,87;11,95;1,89;;;;;;;;;;;
06/09/2012;0,00;2,42;13,61;2,13;;;;;;;;;;;
07/09/2012;0,00;3,76;3,41;1,72;;;;;;;;;;;
08/09/2012;0,00;3,85;3,22;2,04;;;;;;;;;;;
09/09/2012;0,00;4,47;0,78;1,70;;;;;;;;;;;
10/09/2012;0,00;3,48;9,71;1,59;;;;;;;;;;;
11/09/2012;5,04;1,53;5,56;1,59;;;;;;;;;;;
12/09/2012;0,91;1,43;1,12;1,37;;;;;;;;;;;
13/09/2012;0,33;0,81;1,76;1,44;;;;;;;;;;;
14/09/2012;3,69;1,12;0,73;1,22;;;;;;;;;;;
15/09/2012;0,00;1,41;0,20;1,83;;;;;;;;;;;
16/09/2012;0,00;2,84;2,24;1,50;;;;;;;;;;;
17/09/2012;0,00;2,37;4,68;1,37;;;;;;;;;;;
18/09/2012;0,00;1,14;1,46;1,66;;;;;;;;;;;
19/09/2012;0,46;1,75;6,00;1,63;;;;;;;;;;;
20/09/2012;0,00;1,97;0,54;1,59;;;;;;;;;;;
21/09/2012;0,00;1,90;6,05;2,01;;;;;;;;;;;
22/09/2012;0,91;1,50;0,93;1,10;;;;;;;;;;;
23/09/2012;0,00;1,87;0,49;1,38;;;;;;;;;;;
24/09/2012;5,35;1,19;7,46;1,97;;;;;;;;;;;
25/09/2012;9,36;0,85;1,05;1,46;;;;;;;;;;;
26/09/2012;8,95;0,86;2,59;1,77;;;;;;;;;;;
27/09/2012;8,95;0,95;10,54;1,07;;;;;;;;;;;
28/09/2012;0,00;1,37;1,46;1,46;;;;;;;;;;;
29/09/2012;0,00;1,05;1,85;1,15;;;;;;;;;;;
30/09/2012;0,00;2,21;0,00;1,26;;;;;;;;;;;
01/10/2012;0,00;2,46;2,88;1,96;;;;;;;;;;;
02/10/2012;2,16;0,71;6,15;1,49;;;;;;;;;;;
03/10/2012;33,44;0,71;18,54;2,48;;;;;;;;;;;
04/10/2012;27,26;0,77;6,34;1,97;;;;;;;;;;;
05/10/2012;20,25;0,57;4,24;1,16;;;;;;;;;;;
06/10/2012;20,25;0,66;2,54;1,19;;;;;;;;;;;
07/10/2012;1,84;1,37;4,63;0,98;;;;;;;;;;;
08/10/2012;7,47;1,12;3,76;1,35;;;;;;;;;;;
09/10/2012;0,52;0,99;10,00;1,23;;;;;;;;;;;
10/10/2012;0,00;1,35;6,59;0,59;;;;;;;;;;;
11/10/2012;2,47;1,64;0,93;0,96;;;;;;;;;;;
12/10/2012;6,74;0,80;0,00;0,77;;;;;;;;;;;
13/10/2012;10,86;0,78;5,80;1,06;;;;;;;;;;;
14/10/2012;5,71;0,43;5,80;1,11;;;;;;;;;;;
15/10/2012;1,62;0,99;5,76;1,06;;;;;;;;;;;
16/10/2012;2,47;0,46;3,12;1,25;;;;;;;;;;;
17/10/2012;0,29;0,70;15,46;0,87;;;;;;;;;;;
18/10/2012;0,00;1,95;10,10;0,91;;;;;;;;;;;
19/10/2012;0,00;2,65;3,46;0,93;;;;;;;;;;;
20/10/2012;0,00;1,41;6,15;0,85;;;;;;;;;;;
21/10/2012;0,00;1,63;0,59;1,12;;;;;;;;;;;
22/10/2012;0,00;1,36;9,07;1,33;;;;;;;;;;;
23/10/2012;0,00;1,70;11,46;0,61;;;;;;;;;;;
24/10/2012;0,00;1,52;5,02;0,54;;;;;;;;;;;
25/10/2012;1,94;0,48;8,83;0,74;;;;;;;;;;;
26/10/2012;18,51;0,19;7,41;0,85;;;;;;;;;;;
27/10/2012;0,00;0,75;1,95;0,69;;;;;;;;;;;
28/10/2012;0,00;1,05;2,46;1,00;;;;;;;;;;;
29/10/2012;7,57;0,49;4,83;0,87;;;;;;;;;;;
30/10/2012;12,49;0,43;4,49;0,80;;;;;;;;;;;
31/10/2012;0,00;1,31;5,07;1,01;;;;;;;;;;;
01/11/2012;10,65;0,57;2,83;1,02;;;;;;;;;;;
02/11/2012;5,81;0,53;0,00;0,71;;;;;;;;;;;
03/11/2012;13,31;0,29;4,29;0,85;;;;;;;;;;;
04/11/2012;5,81;0,34;1,17;1,03;;;;;;;;;;;
05/11/2012;2,79;0,39;0,00;1,29;;;;;;;;;;;
06/11/2012;2,37;0,58;0,49;0,54;;;;;;;;;;;
07/11/2012;5,50;0,35;0,00;0,46;;;;;;;;;;;
08/11/2012;0,00;0,41;0,24;0,56;;;;;;;;;;;
09/11/2012;0,00;0,73;0,24;0,30;;;;;;;;;;;
10/11/2012;3,63;0,38;4,05;0,73;;;;;;;;;;;
11/11/2012;0,29;0,71;3,17;0,46;;;;;;;;;;;
12/11/2012;0,00;0,72;2,93;0,41;;;;;;;;;;;
13/11/2012;0,00;0,31;3,41;0,64;;;;;;;;;;;
14/11/2012;0,00;0,87;0,49;0,51;;;;;;;;;;;
15/11/2012;0,00;0,14;4,88;0,85;;;;;;;;;;;
16/11/2012;0,00;0,82;3,41;0,78;;;;;;;;;;;
17/11/2012;0,00;0,62;7,32;0,78;;;;;;;;;;;
18/11/2012;1,62;0,18;3,22;0,70;;;;;;;;;;;
19/11/2012;0,00;0,36;2,73;0,58;;;;;;;;;;;
20/11/2012;0,00;0,82;0,00;0,43;;;;;;;;;;;
21/11/2012;0,41;0,49;1,02;0,91;;;;;;;;;;;
22/11/2012;0,00;0,51;6,34;0,54;;;;;;;;;;;
23/11/2012;9,42;0,36;6,59;0,24;;;;;;;;;;;
24/11/2012;2,68;0,27;1,80;0,55;;;;;;;;;;;
25/11/2012;0,29;0,94;1,37;0,58;;;;;;;;;;;
26/11/2012;4,26;0,28;7,32;0,52;;;;;;;;;;;
27/11/2012;0,17;0,34;4,44;0,64;;;;;;;;;;;
28/11/2012;0,29;0,13;3,85;0,51;;;;;;;;;;;
29/11/2012;1,41;0,20;20,98;0,70;;;;;;;;;;;
30/11/2012;0,13;0,34;4,78;1,09;;;;;;;;;;;
01/12/2012;2,14;0,18;14,00;0,73;;;;;;;;;;;
02/12/2012;12,06;0,15;7,90;0,70;;;;;;;;;;;
03/12/2012;9,94;0,16;7,17;0,55;;;;;;;;;;;
04/12/2012;1,08;0,22;17,46;0,70;;;;;;;;;;;
05/12/2012;4,99;0,13;2,98;0,54;;;;;;;;;;;
06/12/2012;1,68;0,25;0,59;0,74;;;;;;;;;;;
07/12/2012;7,03;0,18;0,83;0,24;;;;;;;;;;;
08/12/2012;0,00;0,36;11,32;0,31;;;;;;;;;;;
09/12/2012;17,05;0,16;18,98;0,56;;;;;;;;;;;
10/12/2012;7,59;0,17;2,05;0,44;;;;;;;;;;;
11/12/2012;0,97;0,12;0,34;0,45;;;;;;;;;;;
12/12/2012;0,00;0,31;9,07;0,89;;;;;;;;;;;
13/12/2012;0,13;0,51;15,22;1,11;;;;;;;;;;;
14/12/2012;6,02;0,19;0,98;0,52;;;;;;;;;;;
15/12/2012;8,80;0,26;0,00;0,66;;;;;;;;;;;
16/12/2012;10,55;0,27;0,20;0,45;;;;;;;;;;;
17/12/2012;11,06;0,22;0,49;0,40;;;;;;;;;;;
18/12/2012;0,17;0,15;0,00;0,62;;;;;;;;;;;
19/12/2012;0,29;0,18;13,95;0,47;;;;;;;;;;;
20/12/2012;5,79;0,20;8,10;0,14;;;;;;;;;;;
21/12/2012;5,61;0,15;0,10;0,72;;;;;;;;;;;
22/12/2012;23,40;0,21;0,00;0,34;;;;;;;;;;;
23/12/2012;27,97;0,33;0,00;0,60;;;;;;;;;;;
24/12/2012;0,52;0,77;0,00;1,16;;;;;;;;;;;
25/12/2012;17,09;0,52;0,00;0,53;;;;;;;;;;;
26/12/2012;18,72;0,39;0,00;0,49;;;;;;;;;;;
27/12/2012;15,86;0,33;6,83;0,76;;;;;;;;;;;
28/12/2012;6,95;0,22;0,00;0,43;;;;;;;;;;;
29/12/2012;3,42;0,53;0,00;0,28;;;;;;;;;;;
30/12/2012;5,19;0,52;1,32;0,52;;;;;;;;;;;
31/12/2012;0,75;0,55;11,32;1,02;;;;;;;;;;;
01/01/2013;16,78;0,27;12,63;0,81;;;;;;;;;;;
02/01/2013;1,51;0,21;3,12;0,29;;;;;;;;;;;
03/01/2013;14,00;0,24;11,27;0,93;;;;;;;;;;;
04/01/2013;1,41;0,23;3,56;0,36;;;;;;;;;;;
05/01/2013;0,52;0,15;2,05;0,26;;;;;;;;;;;
06/01/2013;0,00;0,17;7,95;0,40;;;;;;;;;;;
07/01/2013;0,00;0,18;2,20;0,36;;;;;;;;;;;
08/01/2013;0,00;0,12;1,17;0,50;;;;;;;;;;;
09/01/2013;15,00;0,11;0,00;0,36;;;;;;;;;;;
10/01/2013;0,00;0,19;0,00;0,37;;;;;;;;;;;
11/01/2013;0,50;0,22;0,00;0,27;;;;;;;;;;;
12/01/2013;0,00;0,55;0,00;0,74;;;;;;;;;;;
13/01/2013;0,00;0,35;0,00;0,94;;;;;;;;;;;
14/01/2013;0,50;0,27;0,00;0,61;;;;;;;;;;;
15/01/2013;3,97;0,25;1,00;0,96;;;;;;;;;;;
16/01/2013;0,86;0,15;0,00;0,80;;;;;;;;;;;
17/01/2013;0,00;0,16;0,00;0,28;;;;;;;;;;;
18/01/2013;0,00;0,17;0,00;0,44;;;;;;;;;;;
19/01/2013;0,00;0,14;0,00;0,43;;;;;;;;;;;
20/01/2013;4,43;0,13;1,02;0,89;;;;;;;;;;;
21/01/2013;0,00;0,14;0,83;1,29;;;;;;;;;;;
22/01/2013;0,62;0,10;2,49;0,43;;;;;;;;;;;
23/01/2013;0,00;0,20;7,12;0,59;;;;;;;;;;;
24/01/2013;0,00;0,16;4,78;0,59;;;;;;;;;;;
25/01/2013;0,00;0,18;1,76;0,84;;;;;;;;;;;
26/01/2013;0,13;0,25;12,34;0,59;;;;;;;;;;;
27/01/2013;5,92;0,29;2,29;0,37;;;;;;;;;;;
28/01/2013;3,31;0,29;2,05;0,48;;;;;;;;;;;
29/01/2013;50,00;0,45;1,32;0,46;;;;;;;;;;;
30/01/2013;36,00;0,59;0,54;0,66;;;;;;;;;;;
31/01/2013;2,79;0,63;0,29;0,17;;;;;;;;;;;
01/02/2013;25,64;0,28;7,51;0,46;;;;;;;;;;;
02/02/2013;6,01;0,22;2,39;0,58;;;;;;;;;;;
03/02/2013;5,67;0,25;3,22;0,39;;;;;;;;;;;
04/02/2013;8,80;0,29;0,05;0,62;;;;;;;;;;;
05/02/2013;9,60;0,45;1,32;0,31;;;;;;;;;;;
06/02/2013;8,15;0,24;5,17;0,26;;;;;;;;;;;
07/02/2013;11,28;0,30;0,00;0,55;;;;;;;;;;;
08/02/2013;2,72;0,25;0,05;0,54;;;;;;;;;;;
09/02/2013;2,72;0,44;1,51;0,90;;;;;;;;;;;
10/02/2013;0,00;0,66;7,12;0,86;;;;;;;;;;;
11/02/2013;2,14;0,42;1,71;1,19;;;;;;;;;;;
12/02/2013;0,00;0,34;0,00;0,77;;;;;;;;;;;
13/02/2013;0,00;0,83;0,00;0,91;;;;;;;;;;;
14/02/2013;4,88;0,55;1,95;1,10;;;;;;;;;;;
15/02/2013;3,31;0,39;0,20;1,07;;;;;;;;;;;
16/02/2013;0,00;0,35;0,24;1,18;;;;;;;;;;;
17/02/2013;0,00;0,70;0,00;0,96;;;;;;;;;;;
18/02/2013;0,00;1,07;3,07;1,19;;;;;;;;;;;
19/02/2013;0,38;0,38;0,00;0,78;;;;;;;;;;;
20/02/2013;0,00;0,53;3,02;1,23;;;;;;;;;;;
21/02/2013;0,62;0,49;0,68;0,82;;;;;;;;;;;
22/02/2013;0,86;0,41;2,05;0,75;;;;;;;;;;;
23/02/2013;3,06;0,24;0,15;1,10;;;;;;;;;;;
24/02/2013;2,26;0,19;1,02;1,21;;;;;;;;;;;
25/02/2013;5,67;0,28;1,07;0,60;;;;;;;;;;;
26/02/2013;0,00;0,35;2,00;1,02;;;;;;;;;;;
27/02/2013;0,00;0,30;2,00;0,51;;;;;;;;;;;
28/02/2013;0,00;0,35;0,00;0,77;;;;;;;;;;;
01/03/2013;0,00;0,36;1,00;0,90;;;;;;;;;;;
02/03/2013;0,00;0,55;1,76;1,15;;;;;;;;;;;
03/03/2013;0,00;0,52;5,51;0,65;;;;;;;;;;;
04/03/2013;0,00;1,85;4,88;0,79;;;;;;;;;;;
05/03/2013;0,00;2,78;0,00;0,82;;;;;;;;;;;
06/03/2013;0,00;2,86;1,95;1,87;;;;;;;;;;;
07/03/2013;3,00;1,42;0,68;1,48;;;;;;;;;;;
08/03/2013;0,86;1,48;3,41;1,53;;;;;;;;;;;
09/03/2013;9,83;0,55;2,00;1,16;;;;;;;;;;;
10/03/2013;2,14;0,30;1,22;0,92;;;;;;;;;;;
11/03/2013;2,49;0,23;2,20;1,26;;;;;;;;;;;
12/03/2013;9,71;0,32;0,00;1,38;;;;;;;;;;;
13/03/2013;0,00;1,16;0,10;1,77;;;;;;;;;;;
14/03/2013;0,38;0,79;0,00;1,31;;;;;;;;;;;
15/03/2013;0,00;1,08;2,00;1,63;;;;;;;;;;;
16/03/2013;0,00;1,79;2,00;1,72;;;;;;;;;;;
17/03/2013;3,00;0,58;1,00;1,95;;;;;;;;;;;
18/03/2013;0,00;1,81;1,00;1,51;;;;;;;;;;;
19/03/2013;2,26;0,82;0,00;1,53;;;;;;;;;;;
20/03/2013;9,60;0,43;0,00;1,96;;;;;;;;;;;
21/03/2013;0,00;0,45;0,00;1,43;;;;;;;;;;;
22/03/2013;0,00;1,17;1,00;1,17;;;;;;;;;;;
23/03/2013;0,26;0,67;1,00;0,86;;;;;;;;;;;
24/03/2013;5,79;0,86;0,00;0,95;;;;;;;;;;;
25/03/2013;0,00;1,54;0,00;1,19;;;;;;;;;;;
26/03/2013;0,00;1,57;2,00;1,35;;;;;;;;;;;
27/03/2013;0,00;1,72;1,00;1,20;;;;;;;;;;;
28/03/2013;0,00;1,12;1,00;1,19;;;;;;;;;;;
29/03/2013;0,97;0,56;0,20;1,69;;;;;;;;;;;
30/03/2013;0,26;0,73;10,59;1,36;;;;;;;;;;;
31/03/2013;0,00;0,83;0,73;1,62;;;;;;;;;;;
01/04/2013;0,00;1,51;2,73;1,69;;;;;;;;;;;
02/04/2013;0,00;2,04;3,51;1,52;;;;;;;;;;;
03/04/2013;0,00;0,76;2,49;2,25;;;;;;;;;;;
04/04/2013;0,00;1,53;2,73;1,55;;;;;;;;;;;
05/04/2013;0,00;0,43;0,00;1,51;;;;;;;;;;;
06/04/2013;0,00;0,39;0,10;1,52;;;;;;;;;;;
07/04/2013;0,00;2,60;0,00;1,56;;;;;;;;;;;
08/04/2013;0,00;1,46;2,59;2,11;;;;;;;;;;;
09/04/2013;0,00;0,64;4,24;1,77;;;;;;;;;;;
10/04/2013;7,05;0,68;0,54;2,02;;;;;;;;;;;
11/04/2013;6,12;1,56;0,00;2,42;;;;;;;;;;;
12/04/2013;7,47;1,22;0,00;2,59;;;;;;;;;;;
13/04/2013;0,64;2,46;7,12;1,90;;;;;;;;;;;
14/04/2013;0,00;3,73;1,41;1,63;;;;;;;;;;;
15/04/2013;1,08;2,36;0,15;1,62;;;;;;;;;;;
16/04/2013;0,00;2,95;2,34;1,96;;;;;;;;;;;
17/04/2013;0,00;3,64;2,05;2,01;;;;;;;;;;;
18/04/2013;0,00;3,70;0,05;2,46;;;;;;;;;;;
19/04/2013;0,29;2,13;1,00;1,56;;;;;;;;;;;
20/04/2013;0,29;2,37;2,00;2,43;;;;;;;;;;;
21/04/2013;0,00;1,25;4,29;2,33;;;;;;;;;;;
22/04/2013;0,00;3,81;2,05;2,09;;;;;;;;;;;
23/04/2013;0,00;1,98;0,00;1,93;;;;;;;;;;;
24/04/2013;0,00;4,23;1,00;2,01;;;;;;;;;;;
25/04/2013;0,00;4,64;2,00;2,76;;;;;;;;;;;
26/04/2013;6,43;1,21;0,00;2,31;;;;;;;;;;;
27/04/2013;1,84;1,23;5,95;2,72;;;;;;;;;;;
28/04/2013;0,00;1,19;0,15;2,28;;;;;;;;;;;
29/04/2013;0,00;2,45;0,49;2,17;;;;;;;;;;;
30/04/2013;0,00;1,78;0,00;2,53;;;;;;;;;;;
01/05/2013;0,80;2,12;0,00;2,91;;;;;;;;;;;
02/05/2013;0,00;2,37;1,07;2,20;;;;;;;;;;;
03/05/2013;0,00;2,91;0,00;2,37;;;;;;;;;;;
04/05/2013;0,00;4,47;0,00;2,47;;;;;;;;;;;
05/05/2013;0,00;3,86;1,00;2,66;;;;;;;;;;;
06/05/2013;0,00;3,89;2,00;2,56;;;;;;;;;;;
07/05/2013;0,00;2,05;0,00;3,37;;;;;;;;;;;
08/05/2013;0,00;2,50;1,00;3,03;;;;;;;;;;;
09/05/2013;0,00;2,90;2,00;3,32;;;;;;;;;;;
10/05/2013;0,00;1,90;2,00;3,81;;;;;;;;;;;
11/05/2013;0,00;2,05;0,59;4,29;;;;;;;;;;;
12/05/2013;11,71;1,72;0,00;4,00;;;;;;;;;;;
13/05/2013;0,00;1,35;2,00;4,55;;;;;;;;;;;
14/05/2013;0,00;1,59;1,00;4,73;;;;;;;;;;;
15/05/2013;0,00;1,62;3,80;2,99;;;;;;;;;;;
16/05/2013;0,00;1,26;1,37;2,03;;;;;;;;;;;
17/05/2013;0,00;0,57;0,93;2,19;;;;;;;;;;;
18/05/2013;0,00;1,92;0,20;2,29;;;;;;;;;;;
19/05/2013;0,00;2,95;0,20;2,84;;;;;;;;;;;
20/05/2013;0,00;1,19;0,00;2,48;;;;;;;;;;;
21/05/2013;0,00;1,23;0,00;2,74;;;;;;;;;;;
22/05/2013;0,00;0,72;0,00;3,55;;;;;;;;;;;
23/05/2013;0,00;0,98;0,00;4,08;;;;;;;;;;;
24/05/2013;0,00;2,06;0,00;3,25;;;;;;;;;;;
25/05/2013;0,00;2,52;0,88;4,15;;;;;;;;;;;
26/05/2013;0,00;0,77;0,24;3,44;;;;;;;;;;;
27/05/2013;0,00;4,04;3,02;3,04;;;;;;;;;;;
28/05/2013;0,00;4,12;6,29;3,11;;;;;;;;;;;
29/05/2013;18,43;0,82;2,00;2,88;;;;;;;;;;;
30/05/2013;0,00;1,67;3,85;2,64;;;;;;;;;;;
31/05/2013;0,00;1,85;4,34;2,51;;;;;;;;;;;
01/06/2013;0,33;1,56;19,51;2,15;;;;;;;;;;;
02/06/2013;0,00;4,26;1,00;2,16;;;;;;;;;;;
03/06/2013;0,00;3,62;0,34;2,46;;;;;;;;;;;
04/06/2013;0,00;3,90;1,17;2,17;;;;;;;;;;;
05/06/2013;0,00;4,06;2,54;2,22;;;;;;;;;;;
06/06/2013;0,00;5,17;1,22;2,63;;;;;;;;;;;
07/06/2013;0,00;5,59;2,34;2,70;;;;;;;;;;;
08/06/2013;0,00;4,63;8,98;2,72;;;;;;;;;;;
09/06/2013;16,70;0,74;0,05;2,53;;;;;;;;;;;
10/06/2013;0,00;1,84;1,37;3,39;;;;;;;;;;;
11/06/2013;0,00;3,49;0,24;2,93;;;;;;;;;;;
12/06/2013;0,00;2,61;0,00;2,85;;;;;;;;;;;
13/06/2013;0,00;2,12;0,00;2,73;;;;;;;;;;;
14/06/2013;0,00;3,54;2,00;3,30;;;;;;;;;;;
15/06/2013;0,00;3,15;1,00;3,05;;;;;;;;;;;
16/06/2013;0,00;3,36;2,00;2,43;;;;;;;;;;;
17/06/2013;0,20;4,27;0,00;2,82;;;;;;;;;;;
18/06/2013;0,00;5,61;1,46;3,53;;;;;;;;;;;
19/06/2013;0,00;4,77;20,78;3,10;;;;;;;;;;;
20/06/2013;82,60;2,64;1,90;3,25;;;;;;;;;;;
21/06/2013;0,00;2,30;1,00;2,50;;;;;;;;;;;
22/06/2013;0,00;3,15;2,00;2,91;;;;;;;;;;;
23/06/2013;0,00;1,78;0,39;3,52;;;;;;;;;;;
24/06/2013;0,00;1,54;1,61;3,43;;;;;;;;;;;
25/06/2013;0,00;1,78;1,00;3,98;;;;;;;;;;;
26/06/2013;0,00;2,01;0,15;3,74;;;;;;;;;;;
27/06/2013;0,00;1,71;3,02;3,46;;;;;;;;;;;
28/06/2013;0,00;1,41;8,73;2,88;;;;;;;;;;;
29/06/2013;16,19;1,35;10,68;2,85;;;;;;;;;;;
30/06/2013;0,00;3,14;2,20;3,49;;;;;;;;;;;
01/07/2013;0,00;4,14;7,80;2,74;;;;;;;;;;;
02/07/2013;0,00;4,43;6,15;2,87;;;;;;;;;;;
03/07/2013;14,06;1,35;2,00;3,53;;;;;;;;;;;
04/07/2013;0,00;3,53;0,59;3,50;;;;;;;;;;;
05/07/2013;0,00;2,41;0,00;3,41;;;;;;;;;;;
06/07/2013;0,00;5,14;2,00;3,50;;;;;;;;;;;
07/07/2013;0,00;5,36;0,73;3,70;;;;;;;;;;;
08/07/2013;0,00;5,32;1,00;2,89;;;;;;;;;;;
09/07/2013;0,00;5,00;3,51;3,01;;;;;;;;;;;
